Term,Hits,NLP_Entity_Hits,NLP_Identifier_Hits
wbgene00173640,2,,
wbgene00173642,2,,
wbgene00173643,2,,
wbgene00173644,2,,
wbgene00173649,2,,
wbgene00173654,2,,
wbgene00173657,2,,
wbgene00173658,2,,
wbgene00173662,2,,
wbgene00173665,2,,
wbgene00173669,2,,
wbgene00173674,2,,
wbgene00173676,2,,
wbgene00173677,2,,
wbgene00173679,2,,
wbgene00173680,2,,
wbgene00173681,2,,
wbgene00173684,2,,
wbgene00173685,2,,
wbgene00173687,2,,
wbgene00173689,2,,
wbgene00173690,2,,
wbgene00173692,2,,
wbgene00173693,2,,
wbgene00173694,2,,
wbgene00173696,2,,
wbgene00173697,2,,
wbgene00173698,2,,
wbgene00173699,2,,
wbgene00173700,2,,
wbgene00173701,2,,
wbgene00173703,2,,
wbgene00173705,2,,
wbgene00173708,2,,
wbgene00173711,2,,
wbgene00173712,2,,
wbgene00173713,2,,
wbgene00173714,2,,
wbgene00173715,2,,
wbgene00173718,2,,
wbgene00173720,2,,
wbgene00173722,2,,
wbgene00173723,2,,
wbgene00173724,2,,
wbgene00173725,2,,
wbgene00173726,2,,
wbgene00173727,2,,
wbgene00173728,2,,
wbgene00173729,2,,
wbgene00173730,2,,
wbgene00173731,2,,
wbgene00173732,2,,
wbgene00173733,2,,
wbgene00173734,2,,
wbgene00173735,2,,
wbgene00173736,2,,
wbgene00173737,2,,
wbgene00173738,2,,
wbgene00173740,2,,
wbgene00173741,2,,
wbgene00173742,2,,
wbgene00173743,2,,
wbgene00173745,2,,
wbgene00173746,2,,
wbgene00173747,2,,
wbgene00173749,2,,
wbgene00173750,2,,
wbgene00173754,2,,
wbgene00173756,2,,
wbgene00173758,2,,
wbgene00173759,2,,
wbgene00173760,2,,
wbgene00173761,2,,
wbgene00173762,2,,
wbgene00173763,2,,
wbgene00173765,2,,
wbgene00173766,2,,
wbgene00173767,2,,
wbgene00173770,2,,
wbgene00173771,2,,
wbgene00173772,2,,
wbgene00173773,2,,
wbgene00173777,2,,
wbgene00173778,2,,
wbgene00173779,2,,
wbgene00173780,2,,
wbgene00173782,2,,
wbgene00173786,2,,
wbgene00173787,2,,
wbgene00173788,2,,
wbgene00173789,2,,
wbgene00173792,2,,
wbgene00173793,2,,
wbgene00173794,2,,
wbgene00173795,2,,
wbgene00173796,2,,
wbgene00173801,2,,
wbgene00173802,2,,
wbgene00173803,2,,
wbgene00173805,2,,
wbgene00173811,2,,
wbgene00173812,2,,
wbgene00173814,2,,
wbgene00173820,2,,
wbgene00173822,2,,
wbgene00173823,2,,
wbgene00173824,2,,
wbgene00173825,2,,
wbgene00173826,2,,
wbgene00173828,2,,
wbgene00173829,2,,
wbgene00173832,2,,
wbgene00173834,2,,
wbgene00173835,2,,
wbgene00173837,2,,
wbgene00173838,2,,
wbgene00173840,2,,
wbgene00173841,2,,
wbgene00173842,2,,
wbgene00173843,2,,
wbgene00173844,2,,
wbgene00173845,2,,
wbgene00173846,2,,
wbgene00173847,2,,
wbgene00173849,2,,
wbgene00173850,2,,
wbgene00173851,2,,
wbgene00173855,2,,
wbgene00173856,2,,
wbgene00173857,2,,
wbgene00173858,2,,
wbgene00173859,2,,
wbgene00173860,2,,
wbgene00173861,2,,
wbgene00173863,2,,
wbgene00173864,2,,
wbgene00173866,2,,
wbgene00173868,2,,
wbgene00173869,2,,
wbgene00173871,2,,
wbgene00173872,2,,
wbgene00173873,2,,
wbgene00173875,2,,
wbgene00173876,2,,
wbgene00173877,2,,
wbgene00173878,2,,
wbgene00173879,2,,
wbgene00173880,2,,
wbgene00173881,2,,
wbgene00173883,2,,
wbgene00173887,2,,
wbgene00173889,2,,
wbgene00173890,2,,
wbgene00173892,2,,
wbgene00173895,2,,
wbgene00173897,2,,
wbgene00173900,2,,
wbgene00173908,2,,
wbgene00173909,2,,
wbgene00173911,2,,
wbgene00173912,2,,
wbgene00173913,2,,
wbgene00173914,2,,
wbgene00173920,2,,
wbgene00173921,2,,
wbgene00173922,2,,
wbgene00173923,2,,
wbgene00173924,2,,
wbgene00173925,2,,
wbgene00173927,2,,
wbgene00173928,2,,
wbgene00173930,2,,
wbgene00173931,2,,
wbgene00173936,2,,
wbgene00173939,2,,
wbgene00173941,2,,
wbgene00173943,2,,
wbgene00173945,2,,
wbgene00173946,2,,
wbgene00173947,2,,
wbgene00173948,2,,
wbgene00173954,2,,
wbgene00173955,2,,
wbgene00173956,2,,
wbgene00173958,2,,
wbgene00173960,2,,
wbgene00173961,2,,
wbgene00173962,2,,
wbgene00173964,2,,
wbgene00173965,2,,
wbgene00173967,2,,
wbgene00173968,2,,
wbgene00173969,2,,
wbgene00173970,2,,
wbgene00173971,2,,
wbgene00173972,2,,
wbgene00173973,2,,
wbgene00173974,2,,
wbgene00173975,2,,
wbgene00173977,2,,
wbgene00173979,2,,
wbgene00173982,2,,
wbgene00173983,2,,
wbgene00173986,2,,
wbgene00173987,2,,
wbgene00173989,2,,
wbgene00173990,2,,
wbgene00173991,2,,
wbgene00173992,2,,
wbgene00173993,2,,
wbgene00173994,2,,
wbgene00173997,2,,
wbgene00173998,2,,
wbgene00173999,2,,
wbgene00174000,2,,
wbgene00174003,2,,
wbgene00174004,2,,
wbgene00174006,2,,
wbgene00174007,2,,
wbgene00174009,2,,
wbgene00174010,2,,
wbgene00174013,2,,
wbgene00174015,2,,
wbgene00174016,2,,
wbgene00174017,2,,
wbgene00174019,2,,
wbgene00174021,2,,
wbgene00174023,2,,
wbgene00174024,2,,
wbgene00174027,2,,
wbgene00174028,2,,
wbgene00174030,2,,
wbgene00174031,2,,
wbgene00174032,2,,
wbgene00174033,2,,
wbgene00174034,2,,
wbgene00174035,2,,
wbgene00174037,2,,
wbgene00174039,2,,
wbgene00174042,2,,
wbgene00174044,2,,
wbgene00174046,2,,
wbgene00174048,2,,
wbgene00174050,2,,
wbgene00174051,2,,
wbgene00174053,2,,
wbgene00174054,2,,
wbgene00174055,2,,
wbgene00174056,2,,
wbgene00174058,2,,
wbgene00174059,2,,
wbgene00174060,2,,
wbgene00174061,2,,
wbgene00174069,2,,
wbgene00174070,2,,
wbgene00174074,2,,
wbgene00174078,2,,
wbgene00174079,2,,
wbgene00174081,2,,
wbgene00174084,2,,
wbgene00174090,2,,
wbgene00174091,2,,
wbgene00174093,2,,
wbgene00174094,2,,
wbgene00174096,2,,
wbgene00174097,2,,
wbgene00174098,2,,
wbgene00174099,2,,
wbgene00174100,2,,
wbgene00174102,2,,
wbgene00174103,2,,
wbgene00174104,2,,
wbgene00174106,2,,
wbgene00174109,2,,
wbgene00174110,2,,
wbgene00174112,2,,
wbgene00174113,2,,
wbgene00174115,2,,
wbgene00174116,2,,
wbgene00174119,2,,
wbgene00174121,2,,
wbgene00174122,2,,
wbgene00174123,2,,
wbgene00174125,2,,
wbgene00174127,2,,
wbgene00174128,2,,
wbgene00174132,2,,
wbgene00174136,2,,
wbgene00174138,2,,
wbgene00174139,2,,
wbgene00174141,2,,
wbgene00174146,2,,
wbgene00174148,2,,
wbgene00174150,2,,
wbgene00174152,2,,
wbgene00174153,2,,
wbgene00174157,2,,
wbgene00174158,2,,
wbgene00174159,2,,
wbgene00174160,2,,
wbgene00174161,2,,
wbgene00174162,2,,
wbgene00174163,2,,
wbgene00174164,2,,
wbgene00174165,2,,
wbgene00174171,2,,
wbgene00174174,2,,
wbgene00174175,2,,
wbgene00174177,2,,
wbgene00174178,2,,
wbgene00174180,2,,
wbgene00174184,2,,
wbgene00174185,2,,
wbgene00174186,2,,
wbgene00174187,2,,
wbgene00174188,2,,
wbgene00174189,2,,
wbgene00174190,2,,
wbgene00174192,2,,
wbgene00174194,2,,
wbgene00174195,2,,
wbgene00174196,2,,
wbgene00174197,2,,
wbgene00174198,2,,
wbgene00174199,2,,
wbgene00174200,2,,
wbgene00174202,2,,
wbgene00174205,2,,
wbgene00174207,2,,
wbgene00174208,2,,
wbgene00174209,2,,
wbgene00174210,2,,
wbgene00174214,2,,
wbgene00174215,2,,
wbgene00174216,2,,
wbgene00174217,2,,
wbgene00174218,2,,
wbgene00174220,2,,
wbgene00174225,2,,
wbgene00174226,2,,
wbgene00174227,2,,
wbgene00174230,2,,
wbgene00174231,2,,
wbgene00174232,2,,
wbgene00174234,2,,
wbgene00174236,2,,
wbgene00174238,2,,
wbgene00174239,2,,
wbgene00174242,2,,
wbgene00174244,2,,
wbgene00174245,2,,
wbgene00174246,2,,
wbgene00174247,2,,
wbgene00174249,2,,
wbgene00174250,2,,
wbgene00174251,2,,
wbgene00174252,2,,
wbgene00174253,2,,
wbgene00174254,2,,
wbgene00174256,2,,
wbgene00174257,2,,
wbgene00174258,2,,
wbgene00174259,2,,
wbgene00174260,2,,
wbgene00174261,2,,
wbgene00174262,2,,
wbgene00174267,2,,
wbgene00174268,2,,
wbgene00174271,2,,
wbgene00174272,2,,
wbgene00174273,2,,
wbgene00174274,2,,
wbgene00174275,2,,
wbgene00174276,2,,
wbgene00174277,2,,
wbgene00174279,2,,
wbgene00174280,2,,
wbgene00174283,2,,
wbgene00174284,2,,
wbgene00174287,2,,
wbgene00174296,2,,
wbgene00174297,2,,
wbgene00174298,2,,
wbgene00174299,2,,
wbgene00174300,2,,
wbgene00174301,2,,
wbgene00174304,2,,
wbgene00174305,2,,
wbgene00174306,2,,
wbgene00174310,2,,
wbgene00174311,2,,
wbgene00174312,2,,
wbgene00174315,2,,
wbgene00174316,2,,
wbgene00174317,2,,
wbgene00174318,2,,
wbgene00174319,2,,
wbgene00174324,2,,
wbgene00174325,2,,
wbgene00174326,2,,
wbgene00174327,2,,
wbgene00174331,2,,
wbgene00174332,2,,
wbgene00174333,2,,
wbgene00174338,2,,
wbgene00174339,2,,
wbgene00174340,2,,
wbgene00174341,2,,
wbgene00174342,2,,
wbgene00174343,2,,
wbgene00174344,2,,
wbgene00174345,2,,
wbgene00174346,2,,
wbgene00174347,2,,
wbgene00174348,2,,
wbgene00174349,2,,
wbgene00174351,2,,
wbgene00174352,2,,
wbgene00174353,2,,
wbgene00174355,2,,
wbgene00174356,2,,
wbgene00174358,2,,
wbgene00174359,2,,
wbgene00174362,2,,
wbgene00174363,2,,
wbgene00174364,2,,
wbgene00174366,2,,
wbgene00174368,2,,
wbgene00174370,2,,
wbgene00174371,2,,
wbgene00174372,2,,
wbgene00174375,2,,
wbgene00174376,2,,
wbgene00174377,2,,
wbgene00174381,2,,
wbgene00174383,2,,
wbgene00174384,2,,
wbgene00174385,2,,
wbgene00174387,2,,
wbgene00174388,2,,
wbgene00174389,2,,
wbgene00174390,2,,
wbgene00174391,2,,
wbgene00174392,2,,
wbgene00174396,2,,
wbgene00174397,2,,
wbgene00174399,2,,
wbgene00174401,2,,
wbgene00174402,2,,
wbgene00174407,2,,
wbgene00174409,2,,
wbgene00174411,2,,
wbgene00174412,2,,
wbgene00174413,2,,
wbgene00174419,2,,
wbgene00174421,2,,
wbgene00174422,2,,
wbgene00174423,2,,
wbgene00174424,2,,
wbgene00174425,2,,
wbgene00174426,2,,
wbgene00174429,2,,
wbgene00174430,2,,
wbgene00174431,2,,
wbgene00174432,2,,
wbgene00174433,2,,
wbgene00174435,2,,
wbgene00174436,2,,
wbgene00174437,2,,
wbgene00174438,2,,
wbgene00174439,2,,
wbgene00174440,2,,
wbgene00174442,2,,
wbgene00174443,2,,
wbgene00174444,2,,
wbgene00174445,2,,
wbgene00174448,2,,
wbgene00174449,2,,
wbgene00174453,2,,
wbgene00174455,2,,
wbgene00174458,2,,
wbgene00174460,2,,
wbgene00174461,2,,
wbgene00174463,2,,
wbgene00174464,2,,
wbgene00174465,2,,
wbgene00174466,2,,
wbgene00174467,2,,
wbgene00174468,2,,
wbgene00174469,2,,
wbgene00174473,2,,
wbgene00174474,2,,
wbgene00174476,2,,
wbgene00174477,2,,
wbgene00174481,2,,
wbgene00174482,2,,
wbgene00174484,2,,
wbgene00174486,2,,
wbgene00174487,2,,
wbgene00174488,2,,
wbgene00174489,2,,
wbgene00174490,2,,
wbgene00174491,2,,
wbgene00174495,2,,
wbgene00174498,2,,
wbgene00174499,2,,
wbgene00174500,2,,
wbgene00174501,2,,
wbgene00174503,2,,
wbgene00174504,2,,
wbgene00174507,2,,
wbgene00174510,2,,
wbgene00174511,2,,
wbgene00174512,2,,
wbgene00174515,2,,
wbgene00174516,2,,
wbgene00174518,2,,
wbgene00174521,2,,
wbgene00174524,2,,
wbgene00174527,2,,
wbgene00174528,2,,
wbgene00174531,2,,
wbgene00174532,2,,
wbgene00174536,2,,
wbgene00174537,2,,
wbgene00174539,2,,
wbgene00174540,2,,
wbgene00174544,2,,
wbgene00174547,2,,
wbgene00174549,2,,
wbgene00174551,2,,
wbgene00174555,2,,
wbgene00174556,2,,
wbgene00174559,2,,
wbgene00174560,2,,
wbgene00174561,2,,
wbgene00174564,2,,
wbgene00174565,2,,
wbgene00174566,2,,
wbgene00174570,2,,
wbgene00174571,2,,
wbgene00174572,2,,
wbgene00174574,2,,
wbgene00174575,2,,
wbgene00174577,2,,
wbgene00174579,2,,
wbgene00174582,2,,
wbgene00174583,2,,
wbgene00174584,2,,
wbgene00174585,2,,
wbgene00174586,2,,
wbgene00174587,2,,
wbgene00174588,2,,
wbgene00174590,2,,
wbgene00174591,2,,
wbgene00174592,2,,
wbgene00174593,2,,
wbgene00174595,2,,
wbgene00174596,2,,
wbgene00174598,2,,
wbgene00174599,2,,
wbgene00174600,2,,
wbgene00174601,2,,
wbgene00174604,2,,
wbgene00174605,2,,
wbgene00174607,2,,
wbgene00174615,2,,
wbgene00174616,2,,
wbgene00174617,2,,
wbgene00174618,2,,
wbgene00174619,2,,
wbgene00174620,2,,
wbgene00174622,2,,
wbgene00174623,2,,
wbgene00174626,2,,
wbgene00174627,2,,
wbgene00174628,2,,
wbgene00174630,2,,
wbgene00174631,2,,
wbgene00174632,2,,
wbgene00174637,2,,
wbgene00174643,2,,
wbgene00174644,2,,
wbgene00174646,2,,
wbgene00174648,2,,
wbgene00174651,2,,
wbgene00174652,2,,
wbgene00174654,2,,
wbgene00174655,2,,
wbgene00174656,2,,
wbgene00174658,2,,
wbgene00174661,2,,
wbgene00174665,2,,
wbgene00174666,2,,
wbgene00174667,2,,
wbgene00174668,2,,
wbgene00174669,2,,
wbgene00174670,2,,
wbgene00174672,2,,
wbgene00174674,2,,
wbgene00174675,2,,
wbgene00174677,2,,
wbgene00174678,2,,
wbgene00174680,2,,
wbgene00174682,2,,
wbgene00174685,2,,
wbgene00174687,2,,
wbgene00174688,2,,
wbgene00174689,2,,
wbgene00174690,2,,
wbgene00174693,2,,
wbgene00174694,2,,
wbgene00174695,2,,
wbgene00174696,2,,
wbgene00174701,2,,
wbgene00174704,2,,
wbgene00174705,2,,
wbgene00174706,2,,
wbgene00174708,2,,
wbgene00174710,2,,
wbgene00174715,2,,
wbgene00174716,2,,
wbgene00174718,2,,
wbgene00174719,2,,
wbgene00174722,2,,
wbgene00174723,2,,
wbgene00174724,2,,
wbgene00174725,2,,
wbgene00174726,2,,
wbgene00174727,2,,
wbgene00174729,2,,
wbgene00174731,2,,
wbgene00174734,2,,
wbgene00174735,2,,
wbgene00174737,2,,
wbgene00174738,2,,
wbgene00174739,2,,
wbgene00174743,2,,
wbgene00174745,2,,
wbgene00174746,2,,
wbgene00174748,2,,
wbgene00174749,2,,
wbgene00174750,2,,
wbgene00174751,2,,
wbgene00174754,2,,
wbgene00174756,2,,
wbgene00174757,2,,
wbgene00174758,2,,
wbgene00174761,2,,
wbgene00174768,2,,
wbgene00174770,2,,
wbgene00174771,2,,
wbgene00174774,2,,
wbgene00174775,2,,
wbgene00174776,2,,
wbgene00174778,2,,
wbgene00174781,2,,
wbgene00174782,2,,
wbgene00174783,2,,
wbgene00174785,2,,
wbgene00174786,2,,
wbgene00174788,2,,
wbgene00174790,2,,
wbgene00174791,2,,
wbgene00174796,2,,
wbgene00174798,2,,
wbgene00174800,2,,
wbgene00174801,2,,
wbgene00174804,2,,
wbgene00174805,2,,
wbgene00174807,2,,
wbgene00174808,2,,
wbgene00174810,2,,
wbgene00174811,2,,
wbgene00174814,2,,
wbgene00174815,2,,
wbgene00174818,2,,
wbgene00174820,2,,
wbgene00174825,2,,
wbgene00174828,2,,
wbgene00174831,2,,
wbgene00174832,2,,
wbgene00174835,2,,
wbgene00174836,2,,
wbgene00174838,2,,
wbgene00174839,2,,
wbgene00174840,2,,
wbgene00174841,2,,
wbgene00174842,2,,
wbgene00174846,2,,
wbgene00174849,2,,
wbgene00174850,2,,
wbgene00174851,2,,
wbgene00174853,2,,
wbgene00174854,2,,
wbgene00174856,2,,
wbgene00174858,2,,
wbgene00174859,2,,
wbgene00174860,2,,
wbgene00174862,2,,
wbgene00174863,2,,
wbgene00174866,2,,
wbgene00174867,2,,
wbgene00174869,2,,
wbgene00174870,2,,
wbgene00174871,2,,
wbgene00174873,2,,
wbgene00174875,2,,
wbgene00174877,2,,
wbgene00174878,2,,
wbgene00174879,2,,
wbgene00174880,2,,
wbgene00174886,2,,
wbgene00174887,2,,
wbgene00174889,2,,
wbgene00174891,2,,
wbgene00174898,2,,
wbgene00174902,2,,
wbgene00174904,2,,
wbgene00174905,2,,
wbgene00174906,2,,
wbgene00174908,2,,
wbgene00174910,2,,
wbgene00174911,2,,
wbgene00174913,2,,
wbgene00174914,2,,
wbgene00174915,2,,
wbgene00174917,2,,
wbgene00174918,2,,
wbgene00174921,2,,
wbgene00174924,2,,
wbgene00174926,2,,
wbgene00174927,2,,
wbgene00174931,2,,
wbgene00174932,2,,
wbgene00174934,2,,
wbgene00174935,2,,
wbgene00174937,2,,
wbgene00174938,2,,
wbgene00174939,2,,
wbgene00174942,2,,
wbgene00174943,2,,
wbgene00174944,2,,
wbgene00174945,2,,
wbgene00174950,2,,
wbgene00174953,2,,
wbgene00174955,2,,
wbgene00174956,2,,
wbgene00174958,2,,
wbgene00174959,2,,
wbgene00174960,2,,
wbgene00174962,2,,
wbgene00174964,2,,
wbgene00174965,2,,
wbgene00174967,2,,
wbgene00174968,2,,
wbgene00174969,2,,
wbgene00174970,2,,
wbgene00174974,2,,
wbgene00174975,2,,
wbgene00174977,2,,
wbgene00174978,2,,
wbgene00174979,2,,
wbgene00174980,2,,
wbgene00174981,2,,
wbgene00174983,2,,
wbgene00174984,2,,
wbgene00174986,2,,
wbgene00174990,2,,
wbgene00174991,2,,
wbgene00174992,2,,
wbgene00174994,2,,
wbgene00174995,2,,
wbgene00174997,2,,
wbgene00174998,2,,
wbgene00174999,2,,
wbgene00175000,2,,
wbgene00175001,2,,
wbgene00175002,2,,
wbgene00175004,2,,
wbgene00175005,2,,
wbgene00175008,2,,
wbgene00175009,2,,
wbgene00175011,2,,
wbgene00175012,2,,
wbgene00175014,2,,
wbgene00175015,2,,
wbgene00175017,2,,
wbgene00175019,2,,
wbgene00175020,2,,
wbgene00175023,2,,
wbgene00175027,2,,
wbgene00175030,2,,
wbgene00184990,2,,
wbgene00185067,2,,
wbgene00185077,2,,
wbgene00185095,2,,
wbgene00185096,2,,
wbgene00185097,2,,
wbgene00185098,2,,
wbgene00185100,2,,
wbgene00185101,2,,
wbgene00185102,2,,
wbgene00185116,2,,
wbgene00185117,2,,
wbgene00185118,2,,
wbgene00185119,2,,
wbgene00189930,2,,
wbgene00189931,2,,
wbgene00189932,2,,
wbgene00189933,2,,
wbgene00189937,2,,
wbgene00189946,2,,
wbgene00189949,2,,
wbgene00189950,2,,
wbgene00189951,2,,
wbgene00189958,2,,
wbgene00189961,2,,
wbgene00189966,2,,
wbgene00189967,2,,
wbgene00189969,2,,
wbgene00189972,2,,
wbgene00189973,2,,
wbgene00189974,2,,
wbgene00189977,2,,
wbgene00189979,2,,
wbgene00189985,2,,
wbgene00189993,2,,
wbgene00194641,2,,
wbgene00194645,2,,
wbgene00194646,2,,
wbgene00194647,2,,
wbgene00194649,2,,
wbgene00194650,2,,
wbgene00194653,2,,
wbgene00194656,2,,
wbgene00194657,2,,
wbgene00194658,2,,
wbgene00194659,2,,
wbgene00194660,2,,
wbgene00194661,2,,
wbgene00194663,2,,
wbgene00194666,2,,
wbgene00194667,2,,
wbgene00194669,2,,
wbgene00194672,2,,
wbgene00194673,2,,
wbgene00194675,2,,
wbgene00194676,2,,
wbgene00194679,2,,
wbgene00194683,2,,
wbgene00194689,2,,
wbgene00194690,2,,
wbgene00194691,2,,
wbgene00194692,2,,
wbgene00194696,2,,
wbgene00194704,2,,
wbgene00194705,2,,
wbgene00194706,2,,
wbgene00194708,2,,
wbgene00194713,2,,
wbgene00194715,2,,
wbgene00194716,2,,
wbgene00194717,2,,
wbgene00194726,2,,
wbgene00194729,2,,
wbgene00194730,2,,
wbgene00194731,2,,
wbgene00194733,2,,
wbgene00194734,2,,
wbgene00194738,2,,
wbgene00194744,2,,
wbgene00194746,2,,
wbgene00194759,2,,
wbgene00194771,2,,
wbgene00194784,2,,
wbgene00194785,2,,
wbgene00194787,2,,
wbgene00194801,2,,
wbgene00194812,2,,
wbgene00194813,2,,
wbgene00194815,2,,
wbgene00194816,2,,
wbgene00194821,2,,
wbgene00194832,2,,
wbgene00194833,2,,
wbgene00194834,2,,
wbgene00194844,2,,
wbgene00194847,2,,
wbgene00194848,2,,
wbgene00194850,2,,
wbgene00194851,2,,
wbgene00194853,2,,
wbgene00194854,2,,
wbgene00194855,2,,
wbgene00194864,2,,
wbgene00194866,2,,
wbgene00194867,2,,
wbgene00194884,2,,
wbgene00194886,2,,
wbgene00194890,2,,
wbgene00194891,2,,
wbgene00194894,2,,
wbgene00194895,2,,
wbgene00194896,2,,
wbgene00194904,2,,
wbgene00194910,2,,
wbgene00194913,2,,
wbgene00194914,2,,
wbgene00194915,2,,
wbgene00194916,2,,
wbgene00194917,2,,
wbgene00194920,2,,
wbgene00194923,2,,
wbgene00194924,2,,
wbgene00194927,2,,
wbgene00194928,2,,
wbgene00194929,2,,
wbgene00194930,2,,
wbgene00194931,2,,
wbgene00194933,2,,
wbgene00194949,2,,
wbgene00194951,2,,
wbgene00194956,2,,
wbgene00194981,2,,
wbgene00194987,2,,
wbgene00194993,2,,
wbgene00194996,2,,
wbgene00195001,2,,
wbgene00195002,2,,
wbgene00195003,2,,
wbgene00195010,2,,
wbgene00195012,2,,
wbgene00195015,2,,
wbgene00195016,2,,
wbgene00195017,2,,
wbgene00195021,2,,
wbgene00195028,2,,
wbgene00195029,2,,
wbgene00195032,2,,
wbgene00195033,2,,
wbgene00195035,2,,
wbgene00195036,2,,
wbgene00195039,2,,
wbgene00195043,2,,
wbgene00195051,2,,
wbgene00195059,2,,
wbgene00195060,2,,
wbgene00195061,2,,
wbgene00195068,2,,
wbgene00195069,2,,
wbgene00195070,2,,
wbgene00195071,2,,
wbgene00195072,2,,
wbgene00195086,2,,
wbgene00195117,2,,
wbgene00195142,2,,
wbgene00195143,2,,
wbgene00195144,2,,
wbgene00195148,2,,
wbgene00195151,2,,
wbgene00195155,2,,
wbgene00195157,2,,
wbgene00195158,2,,
wbgene00195159,2,,
wbgene00195160,2,,
wbgene00195164,2,,
wbgene00195168,2,,
wbgene00195171,2,,
wbgene00195172,2,,
wbgene00195176,2,,
wbgene00195177,2,,
wbgene00195178,2,,
wbgene00195179,2,,
wbgene00195182,2,,
wbgene00195188,2,,
wbgene00195208,2,,
wbgene00195210,2,,
wbgene00195213,2,,
wbgene00195226,2,,
wbgene00195232,2,,
wbgene00195234,2,,
wbgene00195239,2,,
wbgene00195240,2,,
wbgene00195242,2,,
wbgene00195243,2,,
wbgene00195245,2,,
wbgene00195248,2,,
wbgene00195256,2,,
wbgene00195257,2,,
wbgene00195259,2,,
wbgene00195260,2,,
wbgene00195261,2,,
wbgene00195262,2,,
wbgene00195263,2,,
wbgene00195271,2,,
wbgene00195272,2,,
wbgene00195273,2,,
wbgene00195274,2,,
wbgene00195276,2,,
wbgene00195277,2,,
wbgene00195280,2,,
wbgene00195282,2,,
wbgene00195284,2,,
wbgene00195285,2,,
wbgene00195289,2,,
wbgene00195291,2,,
wbgene00195292,2,,
wbgene00195297,2,,
wbgene00195298,2,,
wbgene00195300,2,,
wbgene00195301,2,,
wbgene00195302,2,,
wbgene00195305,2,,
wbgene00195309,2,,
wbgene00195310,2,,
wbgene00195314,2,,
wbgene00195315,2,,
wbgene00195316,2,,
wbgene00195317,2,,
wbgene00195319,2,,
wbgene00195320,2,,
wbgene00195322,2,,
wbgene00195325,2,,
wbgene00195329,2,,
wbgene00195336,2,,
wbgene00195337,2,,
wbgene00195338,2,,
wbgene00195342,2,,
wbgene00195343,2,,
wbgene00195345,2,,
wbgene00195349,2,,
wbgene00195354,2,,
wbgene00195362,2,,
wbgene00195366,2,,
wbgene00195377,2,,
wbgene00195378,2,,
wbgene00195380,2,,
wbgene00195383,2,,
wbgene00195386,2,,
wbgene00195387,2,,
wbgene00195388,2,,
wbgene00195396,2,,
wbgene00195400,2,,
wbgene00195406,2,,
wbgene00195408,2,,
wbgene00195409,2,,
wbgene00195413,2,,
wbgene00195419,2,,
wbgene00195420,2,,
wbgene00195422,2,,
wbgene00195424,2,,
wbgene00195426,2,,
wbgene00195428,2,,
wbgene00195431,2,,
wbgene00195432,2,,
wbgene00195433,2,,
wbgene00195436,2,,
wbgene00195437,2,,
wbgene00195439,2,,
wbgene00195444,2,,
wbgene00195445,2,,
wbgene00195446,2,,
wbgene00195448,2,,
wbgene00195449,2,,
wbgene00195451,2,,
wbgene00195454,2,,
wbgene00195456,2,,
wbgene00195465,2,,
wbgene00195467,2,,
wbgene00195468,2,,
wbgene00195469,2,,
wbgene00195470,2,,
wbgene00195471,2,,
wbgene00195477,2,,
wbgene00195486,2,,
wbgene00195489,2,,
wbgene00195490,2,,
wbgene00195491,2,,
wbgene00195493,2,,
wbgene00195494,2,,
wbgene00195495,2,,
wbgene00195496,2,,
wbgene00195501,2,,
wbgene00195502,2,,
wbgene00195503,2,,
wbgene00195507,2,,
wbgene00195510,2,,
wbgene00195512,2,,
wbgene00195513,2,,
wbgene00195515,2,,
wbgene00195517,2,,
wbgene00195518,2,,
wbgene00195523,2,,
wbgene00195525,2,,
wbgene00195527,2,,
wbgene00195530,2,,
wbgene00195533,2,,
wbgene00195535,2,,
wbgene00195542,2,,
wbgene00195543,2,,
wbgene00195546,2,,
wbgene00195548,2,,
wbgene00195554,2,,
wbgene00195557,2,,
wbgene00195560,2,,
wbgene00195564,2,,
wbgene00195566,2,,
wbgene00195569,2,,
wbgene00195570,2,,
wbgene00195572,2,,
wbgene00195574,2,,
wbgene00195578,2,,
wbgene00195579,2,,
wbgene00195586,2,,
wbgene00195592,2,,
wbgene00195596,2,,
wbgene00195597,2,,
wbgene00195600,2,,
wbgene00195605,2,,
wbgene00195606,2,,
wbgene00195607,2,,
wbgene00195609,2,,
wbgene00195610,2,,
wbgene00195611,2,,
wbgene00195612,2,,
wbgene00195613,2,,
wbgene00195614,2,,
wbgene00195615,2,,
wbgene00195618,2,,
wbgene00195622,2,,
wbgene00195623,2,,
wbgene00195624,2,,
wbgene00195625,2,,
wbgene00195630,2,,
wbgene00195633,2,,
wbgene00195635,2,,
wbgene00195638,2,,
wbgene00195639,2,,
wbgene00195640,2,,
wbgene00195644,2,,
wbgene00195646,2,,
wbgene00195647,2,,
wbgene00195648,2,,
wbgene00195649,2,,
wbgene00195652,2,,
wbgene00195654,2,,
wbgene00195657,2,,
wbgene00195659,2,,
wbgene00195662,2,,
wbgene00195664,2,,
wbgene00195670,2,,
wbgene00195671,2,,
wbgene00195672,2,,
wbgene00195676,2,,
wbgene00195678,2,,
wbgene00195679,2,,
wbgene00195680,2,,
wbgene00195682,2,,
wbgene00195684,2,,
wbgene00195685,2,,
wbgene00195687,2,,
wbgene00195688,2,,
wbgene00195690,2,,
